,Age,Attrition,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Generation
525,24,Yes,Sales,3,2,Life Sciences,1,Female,65,3,Sales Executive,3,Single,4577,9,No,14,1,80,0,4,3,3,2,2,2,0,Gen Z
526,39,No,Research & Development,2,4,Technical Degree,4,Female,80,2,Healthcare Representative,3,Single,4553,1,No,11,1,80,0,20,4,3,20,7,11,10,Millenials
527,32,No,Sales,10,3,Marketing,4,Male,55,3,Sales Executive,4,Single,5396,1,No,12,4,80,0,10,2,2,10,7,0,8,Millenials
528,50,Yes,Sales,8,2,Technical Degree,2,Male,50,3,Sales Executive,3,Married,6796,3,Yes,14,1,80,1,18,4,3,4,3,1,3,Gen X
529,38,No,Research & Development,1,4,Life Sciences,2,Female,33,4,Healthcare Representative,4,Single,7625,0,No,13,3,80,0,10,4,2,9,7,1,8,Millenials
530,27,No,Research & Development,1,2,Life Sciences,3,Female,68,3,Manufacturing Director,1,Married,7412,1,No,11,4,80,0,9,3,3,9,7,0,7,Millenials
531,32,No,Research & Development,3,2,Life Sciences,3,Female,39,3,Research Director,4,Single,11159,3,No,15,4,80,0,10,6,3,7,7,7,7,Millenials
532,47,No,Sales,14,4,Marketing,4,Male,42,3,Sales Executive,1,Single,4960,2,No,12,4,80,0,20,2,3,7,7,1,7,Gen X
533,40,No,Sales,5,4,Life Sciences,4,Male,48,2,Sales Executive,1,Married,10475,5,Yes,21,3,80,1,20,2,3,18,13,1,12,Millenials
534,53,No,Research & Development,7,3,Life Sciences,3,Male,59,4,Research Director,3,Married,14814,3,No,19,3,80,0,32,3,3,5,1,1,3,Gen X
535,41,No,Human Resources,10,4,Human Resources,2,Male,73,2,Manager,4,Divorced,19141,3,No,15,2,80,3,23,2,2,21,6,12,6,Gen X
536,60,No,Sales,16,4,Marketing,1,Male,84,3,Sales Executive,1,Single,5405,8,No,14,4,80,0,10,1,3,2,2,2,2,Baby Boomers
537,27,No,Research & Development,10,2,Life Sciences,4,Male,32,3,Manufacturing Director,1,Divorced,8793,1,No,21,3,80,2,9,4,2,9,7,1,7,Millenials
538,41,No,Human Resources,1,3,Human Resources,4,Male,59,2,Manager,3,Married,19189,1,No,12,2,80,1,22,3,3,22,7,2,10,Gen X
539,50,No,Sales,8,4,Marketing,4,Male,54,3,Sales Representative,2,Married,3875,7,No,15,4,80,1,4,2,3,2,2,2,2,Gen X
540,28,Yes,Research & Development,1,2,Life Sciences,1,Female,67,1,Research Scientist,2,Single,2216,7,Yes,13,4,80,0,10,4,3,7,7,3,7,Millenials
541,36,No,Research & Development,8,3,Life Sciences,1,Female,63,4,Research Director,1,Married,11713,9,No,14,1,80,1,10,2,3,8,7,0,5,Millenials
542,38,No,Research & Development,1,3,Life Sciences,3,Female,81,3,Manufacturing Director,3,Single,7861,4,Yes,14,4,80,0,10,4,4,1,0,0,0,Millenials
543,44,No,Research & Development,24,3,Medical,1,Male,49,1,Laboratory Technician,3,Single,3708,2,No,14,3,80,0,9,5,3,5,2,1,4,Gen X
544,47,No,Sales,3,3,Medical,4,Female,49,3,Sales Executive,3,Divorced,13770,9,Yes,12,4,80,2,28,2,2,22,2,11,13,Gen X
545,30,No,Sales,27,5,Marketing,3,Male,99,3,Sales Executive,4,Divorced,5304,7,No,23,4,80,1,10,2,2,8,7,7,7,Millenials
546,29,No,Sales,10,3,Life Sciences,3,Male,99,3,Sales Representative,3,Single,2642,1,No,11,3,80,0,1,6,3,1,0,0,0,Millenials
547,42,Yes,Research & Development,19,3,Medical,3,Male,57,4,Research Scientist,3,Divorced,2759,6,Yes,12,4,80,0,7,2,3,2,2,2,2,Gen X
548,43,No,Sales,15,3,Life Sciences,4,Male,47,2,Sales Executive,4,Married,6804,3,No,18,3,80,1,7,5,3,2,2,2,2,Gen X
549,34,No,Research & Development,8,2,Medical,2,Female,96,3,Healthcare Representative,3,Single,6142,3,No,11,4,80,0,10,2,3,5,1,4,3,Millenials
550,23,No,Research & Development,9,1,Medical,2,Male,37,3,Laboratory Technician,1,Married,2500,1,No,14,4,80,1,5,2,4,4,3,0,2,Gen Z
551,39,No,Human Resources,3,3,Human Resources,3,Female,44,4,Human Resources,2,Married,6389,9,No,15,3,80,1,12,3,1,8,3,3,6,Millenials
552,56,No,Research & Development,9,3,Medical,3,Male,81,3,Healthcare Representative,4,Married,11103,7,No,11,3,80,0,30,1,2,10,7,1,1,Baby Boomers
553,40,No,Research & Development,2,1,Medical,4,Female,86,2,Research Scientist,4,Single,2342,0,Yes,20,4,80,0,5,2,2,4,2,2,3,Millenials
554,27,No,Research & Development,7,3,Medical,4,Female,55,2,Healthcare Representative,1,Single,6811,8,No,19,1,80,0,9,2,1,7,6,0,7,Millenials
555,29,No,Sales,10,3,Marketing,4,Male,83,3,Sales Representative,2,Divorced,2297,1,No,14,4,80,2,2,2,3,2,2,2,2,Millenials
556,53,No,Research & Development,6,3,Life Sciences,4,Male,86,3,Laboratory Technician,4,Single,2450,2,No,17,4,80,0,19,4,3,2,2,2,2,Gen X
557,35,No,Research & Development,2,4,Life Sciences,4,Female,61,3,Healthcare Representative,1,Divorced,5093,2,No,11,1,80,1,16,2,4,1,0,0,0,Millenials
558,32,No,Research & Development,24,4,Life Sciences,1,Male,80,3,Laboratory Technician,4,Married,5309,1,No,15,4,80,2,10,2,3,10,8,4,7,Millenials
559,38,No,Research & Development,2,5,Medical,4,Male,92,3,Research Scientist,3,Married,3057,6,Yes,13,2,80,1,6,0,1,1,0,0,1,Millenials
560,34,No,Research & Development,8,5,Life Sciences,2,Female,32,3,Manufacturing Director,1,Divorced,5121,3,No,14,3,80,1,7,3,3,0,0,0,0,Millenials
561,52,No,Sales,3,4,Marketing,3,Male,31,2,Manager,1,Married,16856,1,No,11,1,80,0,34,3,4,34,6,1,16,Gen X
562,33,Yes,Research & Development,1,4,Other,4,Male,63,3,Research Scientist,4,Single,2686,1,Yes,13,3,80,0,10,2,2,10,9,7,8,Millenials
563,25,No,Sales,26,1,Medical,3,Female,32,3,Sales Executive,4,Single,6180,1,No,23,2,80,0,6,5,2,6,5,1,4,Gen Z
564,45,No,Sales,2,2,Technical Degree,2,Male,46,1,Sales Representative,3,Single,6632,0,No,13,1,80,0,9,3,3,8,7,3,1,Gen X
565,23,No,Research & Development,10,1,Medical,1,Male,79,4,Research Scientist,3,Single,3505,1,No,18,4,80,0,2,3,3,2,2,0,2,Gen Z
566,47,Yes,Sales,27,2,Life Sciences,2,Female,77,4,Sales Executive,3,Single,6397,4,Yes,12,4,80,0,8,2,3,5,4,1,3,Gen X
567,34,No,Sales,2,3,Other,4,Male,60,3,Sales Executive,4,Single,6274,1,No,22,3,80,0,6,5,3,6,5,1,4,Millenials
568,55,Yes,Research & Development,2,3,Medical,4,Male,78,3,Manager,1,Married,19859,5,Yes,13,4,80,1,24,2,3,5,2,1,4,Gen X
569,36,No,Sales,8,4,Life Sciences,1,Male,76,2,Sales Executive,1,Single,7587,1,No,15,2,80,0,10,1,3,10,7,0,9,Millenials
570,52,No,Research & Development,19,4,Medical,4,Male,41,3,Research Scientist,4,Married,4258,0,No,18,1,80,1,5,3,3,4,3,1,2,Gen X
571,26,No,Research & Development,1,2,Life Sciences,1,Female,71,1,Laboratory Technician,4,Divorced,4364,3,No,14,1,80,1,5,2,3,2,2,2,0,Millenials
572,29,No,Research & Development,27,3,Medical,2,Female,66,3,Healthcare Representative,3,Married,4335,4,No,12,1,80,1,11,3,2,8,7,1,1,Millenials
573,26,Yes,Sales,8,3,Technical Degree,4,Male,38,2,Sales Executive,1,Single,5326,6,No,17,3,80,0,6,2,2,4,3,1,2,Millenials
574,34,No,Research & Development,1,4,Life Sciences,2,Female,72,4,Research Scientist,4,Single,3280,2,No,16,3,80,0,10,2,3,4,2,1,3,Millenials
575,54,No,Research & Development,19,4,Medical,4,Female,95,3,Manufacturing Director,1,Divorced,5485,9,Yes,11,2,80,2,9,4,3,5,3,1,4,Gen X
576,27,No,Sales,8,1,Marketing,3,Male,84,3,Sales Executive,4,Married,4342,0,No,19,2,80,1,5,3,3,4,2,1,1,Millenials
577,37,No,Research & Development,10,1,Life Sciences,4,Female,82,3,Research Scientist,1,Divorced,2782,0,Yes,13,2,80,2,6,3,2,5,3,4,3,Millenials
578,38,No,Research & Development,2,4,Life Sciences,1,Female,75,4,Manufacturing Director,1,Single,5980,6,Yes,12,4,80,0,17,2,3,15,7,4,12,Millenials
579,34,No,Research & Development,2,4,Medical,3,Female,86,2,Research Scientist,1,Single,4381,1,No,11,3,80,0,6,3,3,6,5,1,3,Millenials
580,35,No,Sales,8,4,Life Sciences,1,Female,72,3,Sales Representative,4,Married,2572,1,No,16,2,80,1,3,1,2,3,2,0,2,Millenials
581,30,No,Research & Development,1,3,Life Sciences,4,Male,38,1,Laboratory Technician,3,Married,3833,3,No,21,3,80,2,7,2,3,2,2,0,2,Millenials
582,40,No,Research & Development,2,2,Medical,3,Female,38,4,Healthcare Representative,2,Married,4244,1,No,24,4,80,1,8,2,3,8,7,3,7,Millenials
583,34,No,Sales,8,2,Life Sciences,3,Female,93,3,Sales Executive,1,Married,6500,5,No,17,2,80,1,6,1,3,3,2,1,2,Millenials
584,42,No,Research & Development,8,3,Life Sciences,2,Male,66,3,Manager,4,Divorced,18430,1,No,13,2,80,1,24,4,2,24,7,14,9,Gen X
585,23,Yes,Research & Development,6,3,Life Sciences,3,Male,63,4,Laboratory Technician,1,Married,1601,1,Yes,21,3,80,2,1,2,3,0,0,0,0,Gen Z
586,24,No,Research & Development,9,3,Life Sciences,3,Male,60,2,Laboratory Technician,2,Divorced,2694,1,No,11,3,80,3,1,4,3,1,0,0,0,Gen Z
587,52,No,Research & Development,11,4,Life Sciences,4,Female,82,3,Laboratory Technician,3,Married,3149,8,No,20,2,80,1,9,3,3,5,2,1,4,Gen X
588,50,No,Research & Development,2,3,Medical,3,Male,64,3,Research Director,3,Married,17639,5,No,16,4,80,0,30,3,3,4,3,0,3,Gen X
589,29,Yes,Research & Development,1,2,Life Sciences,2,Female,36,2,Laboratory Technician,1,Married,2319,1,Yes,11,4,80,1,1,1,3,1,0,0,0,Millenials
590,33,No,Research & Development,7,3,Medical,3,Male,49,3,Research Director,3,Married,11691,0,No,11,4,80,0,14,3,4,13,9,3,7,Millenials
591,33,Yes,Sales,16,3,Marketing,1,Female,69,3,Sales Executive,1,Single,5324,5,No,15,3,80,0,6,3,3,3,2,0,2,Millenials
592,47,No,Research & Development,2,2,Other,3,Female,33,3,Manager,4,Married,16752,1,Yes,11,3,80,1,26,3,2,26,14,3,0,Gen X
593,36,No,Research & Development,1,3,Other,3,Female,35,3,Manufacturing Director,2,Married,5228,0,No,15,1,80,1,10,2,3,9,7,0,5,Millenials
594,29,No,Research & Development,23,2,Life Sciences,3,Male,81,4,Research Scientist,3,Married,2700,1,No,24,3,80,1,10,3,3,10,7,0,7,Millenials
595,58,Yes,Research & Development,2,4,Life Sciences,4,Male,31,3,Research Director,2,Single,19246,7,Yes,12,4,80,0,40,2,3,31,15,13,8,Baby Boomers
596,35,No,Research & Development,1,4,Life Sciences,4,Female,40,4,Research Scientist,3,Single,2506,3,No,13,3,80,0,7,0,3,2,2,2,2,Millenials
597,42,No,Research & Development,1,2,Life Sciences,4,Female,43,2,Manufacturing Director,4,Married,6062,9,Yes,13,4,80,1,8,4,3,4,3,0,2,Gen X
598,28,Yes,Research & Development,2,4,Medical,3,Male,46,3,Research Scientist,3,Single,4382,6,No,17,4,80,0,5,3,2,2,2,2,1,Millenials
599,36,No,Human Resources,13,3,Human Resources,3,Male,36,3,Human Resources,2,Married,2143,4,No,13,2,80,1,8,2,3,5,2,0,4,Millenials
600,32,No,Research & Development,4,3,Life Sciences,3,Female,98,2,Manufacturing Director,3,Married,6162,1,No,12,3,80,1,14,3,3,14,13,6,8,Millenials
601,40,No,Research & Development,16,4,Medical,1,Male,51,2,Laboratory Technician,3,Single,5094,6,No,14,4,80,0,10,6,3,1,0,0,0,Millenials
602,30,No,Research & Development,2,3,Medical,3,Female,52,2,Manufacturing Director,4,Single,6877,5,Yes,24,2,80,0,12,4,2,0,0,0,0,Millenials
603,45,No,Research & Development,2,3,Life Sciences,2,Female,95,2,Research Scientist,3,Single,2274,1,No,14,4,80,0,1,3,3,1,0,0,0,Gen X
604,42,No,Research & Development,29,3,Life Sciences,2,Male,98,3,Manufacturing Director,2,Married,4434,1,No,13,4,80,1,10,3,2,9,8,7,8,Gen X
605,38,No,Research & Development,12,3,Life Sciences,1,Male,45,2,Healthcare Representative,1,Divorced,6288,2,No,15,3,80,1,13,3,2,4,3,1,2,Millenials
606,34,No,Research & Development,16,4,Life Sciences,3,Female,100,2,Research Scientist,4,Single,2553,1,No,16,3,80,0,6,3,3,5,2,1,3,Millenials
607,49,Yes,Sales,11,3,Marketing,3,Female,43,3,Sales Executive,4,Married,7654,1,No,18,1,80,2,9,3,4,9,8,7,7,Gen X
608,55,Yes,Sales,2,1,Medical,3,Male,37,3,Sales Executive,4,Single,5160,4,No,16,3,80,0,12,3,2,9,7,7,3,Gen X
609,43,No,Research & Development,14,2,Life Sciences,2,Male,94,3,Research Director,1,Married,17159,6,No,24,3,80,1,22,3,3,4,1,1,0,Gen X
610,27,No,Research & Development,5,1,Technical Degree,3,Male,42,2,Research Director,4,Divorced,12808,1,Yes,16,2,80,1,9,3,3,9,8,0,8,Millenials
611,35,No,Research & Development,7,3,Other,3,Male,59,3,Manufacturing Director,3,Single,10221,3,No,21,2,80,0,17,3,4,8,5,1,6,Millenials
612,28,No,Sales,2,4,Marketing,2,Female,81,3,Sales Executive,2,Married,4779,1,Yes,20,1,80,0,8,2,3,8,7,7,5,Millenials
613,34,No,Human Resources,3,2,Human Resources,3,Male,88,3,Human Resources,4,Married,3737,0,No,19,3,80,1,4,1,1,3,2,0,2,Millenials
614,26,Yes,Research & Development,5,2,Medical,3,Female,88,2,Research Scientist,3,Married,2366,1,Yes,14,1,80,1,8,2,3,8,7,1,7,Millenials
615,27,No,Research & Development,3,3,Medical,4,Male,50,3,Research Scientist,4,Married,1706,1,No,11,3,80,3,0,6,2,0,0,0,0,Millenials
616,51,No,Sales,26,4,Marketing,1,Female,66,3,Manager,3,Married,16307,2,No,14,3,80,1,29,2,2,20,6,4,17,Gen X
617,44,No,Research & Development,4,3,Medical,4,Male,50,3,Healthcare Representative,2,Single,5933,9,No,12,4,80,0,10,2,2,5,2,2,3,Gen X
618,25,No,Research & Development,2,1,Medical,1,Male,65,4,Research Scientist,1,Single,3424,7,No,13,3,80,0,6,3,2,4,3,0,1,Gen Z
619,33,No,Sales,1,3,Medical,1,Male,48,4,Sales Executive,1,Divorced,4037,1,No,22,1,80,1,9,5,3,9,8,0,8,Millenials
620,35,No,Research & Development,27,1,Medical,3,Female,53,2,Research Scientist,1,Single,2559,1,No,11,4,80,0,6,3,2,6,5,1,1,Millenials
621,36,No,Sales,1,2,Life Sciences,2,Male,56,3,Sales Executive,4,Married,6201,1,Yes,14,4,80,1,18,1,2,18,14,4,11,Millenials
622,32,No,Sales,13,4,Life Sciences,2,Male,73,3,Sales Executive,4,Divorced,4403,2,No,11,3,80,1,8,3,2,5,2,0,3,Millenials
623,30,No,Research & Development,5,4,Life Sciences,2,Male,75,2,Research Scientist,4,Divorced,3761,9,No,12,2,80,1,10,3,2,5,4,0,3,Millenials
624,53,No,Sales,7,2,Marketing,1,Female,78,2,Sales Executive,4,Married,10934,7,Yes,18,4,80,1,35,3,3,5,2,0,4,Gen X
625,45,No,Sales,9,3,Marketing,4,Male,74,3,Sales Executive,1,Divorced,10761,4,Yes,12,3,80,1,18,2,3,5,4,0,2,Gen X
626,32,No,Research & Development,8,2,Medical,3,Female,91,4,Research Scientist,3,Married,5175,5,No,12,3,80,1,9,3,2,5,3,1,3,Millenials
627,52,No,Research & Development,25,4,Medical,3,Female,81,2,Manufacturing Director,4,Married,13826,3,No,22,3,80,0,31,3,3,9,8,0,0,Gen X
628,37,No,Sales,16,4,Marketing,4,Male,66,2,Sales Executive,3,Divorced,6334,4,No,19,4,80,2,9,2,3,1,0,0,0,Millenials
629,28,No,Human Resources,8,2,Medical,2,Male,63,2,Human Resources,4,Divorced,4936,1,No,13,4,80,1,6,6,3,5,1,0,4,Millenials
630,22,No,Research & Development,1,2,Life Sciences,4,Male,33,2,Manufacturing Director,4,Married,4775,6,No,22,1,80,2,4,2,1,2,2,2,2,Gen Z
631,44,No,Research & Development,8,4,Life Sciences,1,Male,62,4,Laboratory Technician,4,Married,2818,2,Yes,24,3,80,1,10,2,2,3,2,0,2,Gen X
632,42,No,Research & Development,2,1,Medical,2,Male,35,3,Research Scientist,4,Single,2515,5,Yes,14,4,80,0,8,2,3,2,1,2,2,Gen X
633,36,No,Human Resources,8,3,Life Sciences,1,Male,77,2,Human Resources,1,Married,2342,0,No,21,3,80,0,6,3,3,5,4,0,3,Millenials
634,25,No,Sales,3,1,Other,3,Male,98,3,Sales Executive,1,Married,4194,1,Yes,18,4,80,0,5,3,3,5,3,0,3,Gen Z
635,35,No,Research & Development,9,3,Life Sciences,4,Female,66,2,Manufacturing Director,3,Married,10685,1,Yes,20,2,80,1,17,2,3,17,14,5,15,Millenials
636,35,Yes,Research & Development,25,4,Life Sciences,4,Female,96,3,Research Scientist,2,Divorced,2022,1,Yes,19,1,80,1,10,3,2,10,2,7,8,Millenials
637,32,No,Research & Development,1,3,Life Sciences,4,Male,61,3,Laboratory Technician,4,Divorced,2314,0,No,12,2,80,1,4,2,3,3,0,0,2,Millenials
638,25,No,Sales,4,1,Marketing,3,Male,87,2,Sales Executive,1,Married,4256,1,No,12,1,80,0,5,1,4,5,2,0,3,Gen Z
639,49,No,Research & Development,1,3,Technical Degree,3,Female,36,3,Research Scientist,1,Married,3580,2,No,16,2,80,1,7,2,3,4,2,0,2,Gen X
640,24,No,Research & Development,4,1,Life Sciences,1,Male,46,2,Laboratory Technician,4,Married,3162,0,No,17,4,80,0,6,2,2,5,2,3,4,Gen Z
641,32,No,Sales,5,2,Life Sciences,2,Male,48,3,Sales Executive,2,Married,6524,1,No,14,4,80,1,10,3,3,10,8,5,3,Millenials
642,38,No,Sales,9,3,Marketing,2,Male,98,2,Sales Representative,2,Married,2899,0,No,19,4,80,1,3,3,3,2,2,1,2,Millenials
643,42,No,Research & Development,3,3,Life Sciences,3,Female,95,4,Laboratory Technician,4,Married,5231,2,Yes,13,2,80,1,17,1,2,5,3,1,3,Gen X
644,31,No,Research & Development,11,4,Life Sciences,4,Male,48,3,Research Scientist,4,Married,2356,3,Yes,19,2,80,1,8,2,3,6,4,0,2,Millenials
645,29,Yes,Sales,1,3,Medical,2,Female,48,2,Sales Representative,3,Divorced,2800,6,Yes,19,3,80,3,5,3,3,3,2,0,2,Millenials
646,53,No,Sales,8,3,Marketing,1,Male,73,3,Sales Executive,4,Married,11836,5,No,14,3,80,1,28,3,3,2,0,2,2,Gen X
647,35,No,Research & Development,25,3,Technical Degree,4,Male,78,2,Manufacturing Director,2,Married,10903,3,No,16,1,80,0,16,2,3,13,10,4,8,Millenials
648,37,No,Sales,21,2,Medical,3,Female,54,3,Sales Representative,4,Married,2973,5,No,15,2,80,1,10,3,3,5,4,0,0,Millenials
649,53,No,Research & Development,23,4,Life Sciences,4,Female,72,3,Research Director,4,Single,14275,6,No,18,3,80,0,33,0,3,12,9,3,8,Gen X
650,43,No,Research & Development,1,3,Life Sciences,4,Female,33,3,Healthcare Representative,4,Married,5562,4,No,13,2,80,1,12,2,2,5,2,2,2,Gen X
651,47,No,Sales,2,2,Marketing,3,Female,35,3,Sales Executive,4,Married,4537,0,Yes,22,1,80,1,8,2,3,7,6,7,7,Gen X
652,37,No,Sales,19,2,Medical,1,Male,32,3,Sales Executive,2,Single,7642,1,Yes,13,4,80,0,10,2,3,10,0,0,9,Millenials
653,50,No,Research & Development,2,4,Life Sciences,1,Male,98,3,Manager,1,Divorced,17924,1,No,11,4,80,1,31,3,3,31,6,14,7,Gen X
654,39,No,Human Resources,2,3,Life Sciences,4,Female,42,2,Human Resources,4,Married,5204,8,No,11,3,80,2,13,2,3,5,4,0,4,Millenials
655,33,No,Human Resources,3,2,Human Resources,4,Male,57,3,Human Resources,2,Divorced,2277,3,Yes,11,3,80,1,7,4,4,4,3,0,3,Millenials
656,32,Yes,Research & Development,25,4,Life Sciences,1,Male,87,3,Laboratory Technician,4,Single,2795,1,Yes,24,3,80,0,1,2,1,1,0,0,1,Millenials
657,29,No,Research & Development,7,1,Medical,1,Female,62,2,Laboratory Technician,4,Divorced,2532,6,No,14,3,80,3,8,5,3,4,3,0,3,Millenials
658,44,No,Research & Development,9,2,Life Sciences,2,Male,61,3,Research Scientist,1,Married,2559,1,Yes,13,4,80,0,8,0,3,8,7,7,1,Gen X
659,28,No,Sales,5,4,Medical,1,Male,98,3,Sales Executive,4,Single,4908,1,No,14,2,80,0,4,3,3,4,2,0,2,Millenials
660,58,Yes,Research & Development,2,1,Life Sciences,4,Male,57,2,Laboratory Technician,4,Divorced,2380,9,Yes,14,4,80,1,3,3,2,1,0,0,0,Baby Boomers
661,43,No,Research & Development,8,3,Life Sciences,1,Female,55,3,Manufacturing Director,2,Divorced,4765,4,No,21,3,80,1,4,2,4,1,0,0,0,Gen X
662,20,Yes,Sales,2,3,Medical,3,Female,49,2,Sales Representative,3,Single,2044,1,No,13,4,80,0,2,3,2,2,2,0,2,Gen Z
663,21,Yes,Research & Development,18,1,Other,4,Female,65,3,Research Scientist,4,Single,2693,1,No,19,1,80,0,1,3,2,1,0,0,0,Gen Z
664,36,No,Research & Development,14,1,Life Sciences,3,Male,68,3,Healthcare Representative,4,Married,6586,0,Yes,17,1,80,1,17,2,2,16,8,4,11,Millenials
665,47,No,Sales,2,4,Life Sciences,4,Female,65,2,Sales Representative,4,Single,3294,1,Yes,18,1,80,0,3,3,2,3,2,1,2,Gen X
666,22,Yes,Research & Development,3,1,Life Sciences,2,Female,34,3,Manufacturing Director,3,Married,4171,0,Yes,19,1,80,1,4,3,4,3,2,0,2,Gen Z
667,41,Yes,Research & Development,2,4,Life Sciences,2,Female,57,1,Laboratory Technician,4,Divorced,2778,4,Yes,13,3,80,1,10,1,2,7,7,1,0,Gen X
668,28,No,Research & Development,9,3,Medical,3,Female,77,3,Research Scientist,3,Divorced,2377,5,No,18,2,80,1,6,2,3,2,2,2,2,Millenials
669,39,Yes,Research & Development,6,3,Medical,4,Male,70,3,Laboratory Technician,1,Married,2404,7,Yes,21,4,80,0,8,2,1,2,2,2,2,Millenials
670,27,No,Research & Development,4,3,Life Sciences,2,Female,76,3,Research Scientist,3,Single,2318,1,No,19,3,80,0,1,2,3,1,1,0,0,Millenials
671,34,No,Research & Development,10,3,Life Sciences,2,Male,83,3,Laboratory Technician,2,Divorced,2008,1,No,14,2,80,2,1,3,3,1,0,1,0,Millenials
672,42,No,Sales,14,2,Medical,3,Female,68,2,Sales Executive,3,Single,6244,7,No,17,1,80,0,10,6,3,5,4,0,3,Gen X
673,33,No,Research & Development,1,4,Other,3,Male,100,2,Research Scientist,1,Single,2799,3,Yes,11,2,80,0,6,1,3,3,2,0,2,Millenials
674,58,No,Research & Development,5,3,Technical Degree,3,Female,37,2,Healthcare Representative,2,Divorced,10552,2,Yes,13,4,80,1,24,3,3,6,0,0,4,Baby Boomers
675,31,No,Sales,7,4,Life Sciences,2,Male,41,2,Sales Representative,3,Married,2329,3,No,15,2,80,0,13,2,4,7,7,5,2,Millenials
676,35,No,Research & Development,21,1,Life Sciences,4,Female,51,3,Healthcare Representative,4,Married,4014,1,Yes,25,4,80,1,10,2,1,10,6,0,7,Millenials
677,49,No,Research & Development,8,2,Other,1,Female,51,3,Laboratory Technician,2,Married,7403,4,No,11,3,80,1,29,3,2,26,9,1,7,Gen X
678,48,No,Research & Development,20,4,Medical,4,Male,51,3,Research Scientist,3,Married,2259,4,No,17,1,80,2,13,2,2,0,0,0,0,Gen X
679,31,No,Sales,20,2,Marketing,4,Female,45,3,Sales Executive,3,Married,6932,1,No,13,4,80,1,9,2,2,9,8,0,0,Millenials
680,36,No,Research & Development,7,4,Other,2,Male,65,3,Research Scientist,4,Single,4678,2,No,18,3,80,0,8,6,3,6,2,0,1,Millenials
681,38,No,Research & Development,1,3,Technical Degree,4,Female,80,3,Research Director,1,Married,13582,1,No,13,2,80,1,15,3,3,15,12,5,11,Millenials
682,32,No,Research & Development,1,3,Life Sciences,3,Female,70,2,Laboratory Technician,2,Married,2332,6,No,20,3,80,0,5,3,3,3,0,0,2,Millenials
683,25,Yes,Sales,19,2,Marketing,3,Male,36,2,Sales Representative,2,Married,2413,1,Yes,18,3,80,3,1,2,3,1,0,0,0,Gen Z
684,40,No,Sales,10,4,Marketing,1,Male,67,2,Sales Executive,2,Divorced,9705,2,No,12,2,80,1,11,2,2,1,0,0,0,Millenials
685,26,No,Sales,1,3,Medical,3,Male,52,2,Sales Executive,1,Single,4294,1,No,12,2,80,0,7,2,3,7,7,0,7,Millenials
686,41,No,Research & Development,6,3,Medical,4,Male,59,3,Laboratory Technician,1,Single,4721,2,Yes,13,3,80,0,20,3,3,18,13,2,17,Gen X
687,36,No,Research & Development,2,4,Medical,3,Male,79,3,Laboratory Technician,3,Single,2519,4,No,21,3,80,0,16,6,3,11,8,3,9,Millenials
688,19,Yes,Sales,21,3,Other,4,Male,37,2,Sales Representative,2,Single,2121,1,Yes,13,2,80,0,1,3,4,1,0,0,0,Gen Z
689,20,Yes,Research & Development,4,3,Technical Degree,1,Male,84,3,Laboratory Technician,1,Single,2973,1,No,19,2,80,0,1,2,3,1,0,0,0,Gen Z
690,31,No,Research & Development,12,3,Medical,4,Female,41,3,Healthcare Representative,4,Married,5855,0,Yes,11,3,80,2,10,2,1,9,7,8,5,Millenials
691,40,No,Research & Development,9,4,Medical,4,Male,35,3,Research Scientist,2,Divorced,3617,8,Yes,14,4,80,1,3,2,3,1,1,0,0,Millenials
692,32,No,Research & Development,3,4,Medical,3,Female,93,3,Manufacturing Director,1,Married,6725,1,No,12,3,80,1,8,2,4,8,7,6,3,Millenials
693,36,Yes,Sales,3,1,Life Sciences,3,Male,51,2,Sales Executive,4,Married,10325,1,Yes,11,1,80,1,16,6,3,16,7,3,7,Millenials
694,33,No,Research & Development,1,3,Life Sciences,2,Female,42,2,Healthcare Representative,4,Single,6949,0,No,14,1,80,0,6,3,3,5,0,1,4,Millenials
695,37,Yes,Sales,1,4,Life Sciences,1,Male,46,2,Sales Executive,3,Married,10609,5,No,11,3,80,0,17,2,1,14,1,11,7,Millenials
696,45,No,Research & Development,4,2,Life Sciences,3,Male,57,3,Laboratory Technician,2,Married,4447,1,No,12,2,80,0,9,5,2,9,7,0,8,Gen X
